"Player","Season","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"JAMES.VAN RIEMSDYK","2017-2018","TOR","L",54,632.63,690,574,116,54.59,65.44,54.44,487,444,43,52.31,46.19,42.11,334,330,4,50.3,31.68,31.3,26,27,-1,49.06,2.47,2.56,30.63,23.66,6.97,56.42,2.91,2.24,38,26,-12,3.6,2.47,7.78,91.82,5.34,93.92,6.29,94.67,-0.95,-0.75,99.6,100.96,-1.36
"JAMIE.BENN","2017-2018","DAL","L",54,752.2,735,698,37,51.29,58.63,55.68,536,504,32,51.54,42.75,40.2,402,365,37,52.41,32.07,29.11,41,24,17,63.08,3.27,1.91,31.52,24.63,6.89,56.14,2.51,1.96,58,52,-6,4.63,4.15,10.2,93.42,7.65,95.24,5.88,95.11,1.77,0.12,103.62,100.99,2.63
"JAMIE.MCGINN","2017-2018","FLA","L",45,525.43,470,516,-46,47.67,53.67,58.92,365,410,-45,47.1,41.68,46.82,264,290,-26,47.65,30.15,33.12,21,26,-5,44.68,2.4,2.97,19.73,24.4,-4.67,44.71,2.25,2.79,35,42,7,4,4.8,7.95,91.03,5.75,93.66,5.41,94.05,0.35,-0.39,98.99,99.45,-0.47
"JAMIE.OLEKSIAK","2017-2018","DAL/PIT","D",40,551.17,504,537,-33,48.41,54.87,58.46,383,403,-20,48.73,41.69,43.87,281,285,-4,49.65,30.59,31.02,20,23,-3,46.51,2.18,2.5,21.14,22.55,-1.41,48.39,2.3,2.45,41,43,2,4.46,4.68,7.12,91.93,5.22,94.29,5.52,94.4,-0.3,-0.11,99.05,99.92,-0.88
"JANNIK.HANSEN","2017-2018","S.J","R",28,313.53,309,286,23,51.93,59.13,54.73,221,211,10,51.16,42.29,40.38,138,157,-19,46.78,26.41,30.04,7,11,-4,38.89,1.34,2.11,12.86,12.67,0.19,50.37,2.46,2.42,16,11,-5,3.06,2.11,5.07,92.99,3.17,94.79,5.82,94,-2.65,0.79,98.07,99.81,-1.75
"JAN.RUTTA","2017-2018","CHI","D",40,617.93,651,639,12,50.47,63.21,62.05,461,505,-44,47.72,44.76,49.03,346,391,-45,46.95,33.6,37.97,27,36,-9,42.86,2.62,3.5,26.3,29.67,-3.37,46.99,2.55,2.88,37,48,11,3.59,4.66,7.8,90.79,5.86,92.87,5.7,94.12,0.15,-1.25,98.6,99.83,-1.23
"JARED.MCCANN","2017-2018","FLA","C",37,419.45,404,401,3,50.19,57.79,57.36,318,301,17,51.37,45.49,43.06,245,225,20,52.13,35.05,32.19,14,12,2,53.85,2,1.72,14.12,15.48,-1.36,47.7,2.02,2.21,28,31,3,4.01,4.43,5.71,94.67,4.4,96.01,4.44,94.86,-0.04,1.16,100.38,99.3,1.08
"JARED.SPURGEON","2017-2018","MIN","D",43,779.5,735,742,-7,49.76,56.57,57.11,555,545,10,50.45,42.72,41.95,438,398,40,52.39,33.71,30.64,22,31,-9,41.51,1.69,2.39,31.12,23.36,7.76,57.12,2.4,1.8,48,40,-8,3.69,3.08,5.02,92.21,3.96,94.31,5.61,95.71,-1.64,-1.4,97.23,101.32,-4.09
"JAROMIR.JAGR","2017-2018","CGY","R",22,248.47,253,233,20,52.06,61.09,56.26,183,179,4,50.55,44.19,43.22,133,131,2,50.38,32.12,31.63,12,6,6,66.67,2.9,1.45,11.5,9.48,2.02,54.81,2.78,2.29,14,7,-7,3.38,1.69,9.02,95.42,6.56,96.65,6.28,94.7,0.27,1.94,104.44,100.99,3.45
"JASON.CHIMERA","2017-2018","NYI","L",54,576.18,492,639,-147,43.5,51.23,66.54,362,472,-110,43.41,37.7,49.15,269,348,-79,43.6,28.01,36.24,16,27,-11,37.21,1.67,2.81,19.61,26.77,-7.16,42.28,2.04,2.79,33,29,-4,3.44,3.02,5.95,92.24,4.42,94.28,5.42,94.33,-1,-0.05,98.19,99.75,-1.56
"JASON.DEMERS","2017-2018","ARI","D",50,875.28,845,814,31,50.93,57.92,55.8,619,627,-8,49.68,42.43,42.98,436,416,20,51.17,29.89,28.52,34,44,-10,43.59,2.33,3.02,32.19,33.99,-1.8,48.64,2.21,2.33,57,48,-9,3.91,3.29,7.8,89.42,5.49,92.98,5.2,94.58,0.29,-1.6,97.22,99.78,-2.56
"JASON.DICKINSON","2017-2018","DAL","C",12,113.47,93,87,6,51.67,49.18,46,65,66,-1,49.62,34.37,34.9,50,51,-1,49.5,26.44,26.97,1,2,-1,33.33,0.53,1.06,3.83,3.6,0.23,51.55,2.03,1.9,14,12,-2,7.4,6.35,2,96.08,1.54,96.97,5.89,94.55,-4.35,2.42,98.08,100.44,-2.36
"JASON.GARRISON","2017-2018","VGK","D",8,126,117,124,-7,48.55,55.71,59.05,80,92,-12,46.51,38.1,43.81,56,64,-8,46.67,26.67,30.48,3,7,-4,30,1.43,3.33,3.35,5.52,-2.17,37.77,1.6,2.63,11,9,-2,5.24,4.29,5.36,89.06,3.75,92.39,4.19,94,-0.44,-1.61,94.42,98.19,-3.77
"JASON.POMINVILLE","2017-2018","BUF","R",52,647.9,628,612,16,50.65,58.16,56.68,495,476,19,50.98,45.84,44.08,389,356,33,52.21,36.02,32.97,26,32,-6,44.83,2.41,2.96,24.21,27.7,-3.49,46.64,2.24,2.57,39,34,-5,3.61,3.15,6.68,91.01,5.25,93.28,4.89,94.18,0.36,-0.9,97.7,99.07,-1.38
"JASON.SPEZZA","2017-2018","DAL","C",53,574.28,603,495,108,54.92,63,51.72,420,359,61,53.92,43.88,37.51,287,261,26,52.37,29.99,27.27,23,21,2,52.27,2.4,2.19,21.9,18.64,3.26,54.02,2.29,1.95,35,38,3,3.66,3.97,8.01,91.95,5.48,94.15,5.21,94.81,0.26,-0.66,99.97,100.02,-0.05
"JASON.ZUCKER","2017-2018","MIN","L",52,689.75,642,636,6,50.23,55.85,55.32,493,466,27,51.41,42.89,40.54,371,338,33,52.33,32.27,29.4,31,25,6,55.36,2.7,2.17,28.67,18.96,9.71,60.19,2.49,1.65,50,35,-15,4.35,3.04,8.36,92.6,6.29,94.64,5.82,95.93,0.47,-1.3,100.96,101.75,-0.79
"JAY.BEAGLE","2017-2018","WSH","C",52,503.62,349,534,-185,39.52,41.58,63.62,260,399,-139,39.45,30.98,47.54,181,272,-91,39.96,21.56,32.41,16,18,-2,47.06,1.91,2.14,15.06,21.3,-6.24,41.42,1.79,2.54,30,31,1,3.57,3.69,8.84,93.38,6.15,95.49,5.79,94.66,0.36,0.83,102.22,100.45,1.77
"JAY.BOUWMEESTER","2017-2018","STL","D",23,389.07,379,362,17,51.15,58.45,55.83,292,265,27,52.42,45.03,40.87,210,207,3,50.36,32.38,31.92,15,9,6,62.5,2.31,1.39,13.81,14.72,-0.91,48.41,2.13,2.27,21,24,3,3.24,3.7,7.14,95.65,5.14,96.6,4.73,94.45,0.41,2.16,102.8,99.17,3.62
"JAYCOB.MEGNA","2017-2018","ANA","D",14,185.68,171,214,-43,44.42,55.26,69.15,126,168,-42,42.86,40.72,54.29,93,113,-20,45.15,30.05,36.51,6,10,-4,37.5,1.94,3.23,7.18,8.05,-0.87,47.14,2.32,2.6,28,17,-11,9.05,5.49,6.45,91.15,4.76,94.05,5.7,95.21,-0.94,-1.16,97.6,100.91,-3.3
"JEAN-GABRIEL.PAGEAU","2017-2018","OTT","C",47,606.18,528,673,-145,43.96,52.26,66.61,394,471,-77,45.55,39,46.62,268,334,-66,44.52,26.53,33.06,17,24,-7,41.46,1.68,2.38,18.79,27.76,-8.97,40.37,1.86,2.75,42,40,-2,4.16,3.96,6.34,92.81,4.31,94.9,4.77,94.11,-0.45,0.8,99.16,98.88,0.28
"JEFF.CARTER","2017-2018","L.A","C",6,59.32,62,53,9,53.91,62.71,53.61,49,38,11,56.32,49.56,38.44,38,27,11,58.46,38.44,27.31,1,3,-2,25,1.01,3.03,2.77,2.66,0.11,51.01,2.8,2.69,2,5,3,2.02,5.06,2.63,88.89,2.04,92.11,5.65,93,-3.61,-0.89,91.52,98.65,-7.13
"JEFF.PETRY","2017-2018","MTL","D",53,919.03,953,865,88,52.42,62.22,56.47,679,624,55,52.11,44.33,40.74,507,453,54,52.81,33.1,29.57,32,42,-10,43.24,2.09,2.74,36.78,33.98,2.8,51.98,2.4,2.22,55,59,4,3.59,3.85,6.31,90.73,4.71,93.27,5.42,94.55,-0.7,-1.29,97.04,99.97,-2.93
"JEFF.SKINNER","2017-2018","CAR","C",53,751.5,820,684,136,54.52,65.47,54.61,595,521,74,53.32,47.5,41.6,429,369,60,53.76,34.25,29.46,26,43,-17,37.68,2.08,3.43,36.32,27.98,8.34,56.49,2.9,2.23,39,45,6,3.11,3.59,6.06,88.35,4.37,91.75,6.1,94.63,-1.73,-2.88,94.41,100.73,-6.33
"JESPER.BRATT","2017-2018","N.J","L",50,592.2,509,585,-76,46.53,51.57,59.27,383,456,-73,45.65,38.8,46.2,281,313,-32,47.31,28.47,31.71,22,26,-4,45.83,2.23,2.63,23.17,25.82,-2.65,47.3,2.35,2.62,25,31,6,2.53,3.14,7.83,91.69,5.74,94.3,6.05,94.34,-0.31,-0.04,99.52,100.39,-0.86
"JESPER.FAST","2017-2018","NYR","R",45,554.13,431,558,-127,43.58,46.67,60.42,327,413,-86,44.19,35.41,44.72,237,302,-65,43.97,25.66,32.7,22,24,-2,47.83,2.38,2.6,19.71,25.17,-5.46,43.92,2.13,2.73,35,26,-9,3.79,2.82,9.28,92.05,6.73,94.19,6.03,93.91,0.7,0.28,101.34,99.93,1.4
"JESSE.PULJUJARVI","2017-2018","EDM","R",34,447.08,488,419,69,53.8,65.49,56.23,365,305,60,54.48,48.98,40.93,264,241,23,52.28,35.43,32.34,21,16,5,56.76,2.82,2.15,22.85,18.5,4.35,55.26,3.07,2.48,28,15,-13,3.76,2.01,7.95,93.36,5.75,94.75,6.26,93.93,-0.51,0.82,101.32,100.19,1.12
"JIMMY.HAYES","2017-2018","N.J","R",26,279.15,219,285,-66,43.45,47.07,61.26,164,205,-41,44.44,35.25,44.06,115,141,-26,44.92,24.72,30.31,11,8,3,57.89,2.36,1.72,8.65,10.76,-2.11,44.56,1.86,2.31,15,18,3,3.22,3.87,9.57,94.33,6.71,96.1,5.27,94.75,1.43,1.35,103.89,100.03,3.87
"JIMMY.VESEY","2017-2018","NYR","L",52,617.27,504,627,-123,44.56,48.99,60.95,368,479,-111,43.45,35.77,46.56,281,368,-87,43.3,27.31,35.77,24,30,-6,44.44,2.33,2.92,26.29,29.93,-3.64,46.76,2.56,2.91,35,38,3,3.4,3.69,8.54,91.85,6.52,93.74,7.14,93.75,-0.62,-0.01,100.39,100.9,-0.51
"JOAKIM.NORDSTROM","2017-2018","CAR","C",52,468.52,417,431,-14,49.17,53.4,55.2,308,325,-17,48.66,39.44,41.62,221,215,6,50.69,28.3,27.53,9,17,-8,34.62,1.15,2.18,14.41,17.04,-2.63,45.82,1.85,2.18,21,24,3,2.69,3.07,4.07,92.09,2.92,94.77,4.68,94.76,-1.76,0.01,96.17,99.44,-3.27
"JOAKIM.RYAN","2017-2018","S.J","D",43,667.28,737,625,112,54.11,66.27,56.2,534,451,83,54.21,48.02,40.55,374,323,51,53.66,33.63,29.04,20,18,2,52.63,1.8,1.62,30.04,21.9,8.14,57.84,2.7,1.97,31,31,0,2.79,2.79,5.35,94.43,3.75,96.01,5.63,95.14,-1.88,0.86,99.77,100.77,-0.99
"JOEL.ARMIA","2017-2018","WPG","R",50,482.4,456,422,34,51.94,56.72,52.49,335,313,22,51.7,41.67,38.93,242,236,6,50.63,30.1,29.35,22,18,4,55,2.74,2.24,18.53,14.82,3.71,55.56,2.3,1.84,33,36,3,4.1,4.48,9.09,92.37,6.57,94.25,5.53,95.27,1.04,-1.02,101.46,100.8,0.67
"JOEL.EDMUNDSON","2017-2018","STL","D",54,933.53,945,914,31,50.83,60.74,58.74,724,661,63,52.27,46.53,42.48,506,481,25,51.27,32.52,30.91,35,38,-3,47.95,2.25,2.44,37.18,36.1,1.08,50.74,2.39,2.32,54,59,5,3.47,3.79,6.92,92.1,4.83,94.25,5.14,94.54,-0.3,-0.29,99.02,99.67,-0.66
"JOEL.ERIKSSON EK","2017-2018","MIN","C",45,537.22,469,511,-42,47.86,52.38,57.07,356,362,-6,49.58,39.76,40.43,278,248,30,52.85,31.05,27.7,12,12,0,50,1.34,1.34,18.1,16.57,1.53,52.21,2.02,1.85,29,30,1,3.24,3.35,4.32,95.16,3.37,96.69,5.08,95.42,-1.71,1.26,99.48,100.51,-1.03
"JOEL.WARD","2017-2018","S.J","R",44,457,397,419,-22,48.65,52.12,55.01,282,303,-21,48.21,37.02,39.78,201,210,-9,48.91,26.39,27.57,11,14,-3,44,1.44,1.84,16.02,18.59,-2.57,46.29,2.1,2.44,31,27,-4,4.07,3.54,5.47,93.33,3.9,95.38,5.68,93.86,-1.78,1.51,98.81,99.55,-0.74
"JOE.MORROW","2017-2018","MTL","D",30,451.42,455,496,-41,47.84,60.48,65.93,319,362,-43,46.84,42.4,48.11,242,266,-24,47.64,32.17,35.36,9,13,-4,40.91,1.2,1.73,17.28,20.66,-3.38,45.55,2.3,2.75,38,32,-6,5.05,4.25,3.72,95.11,2.82,96.41,5.42,94.29,-2.6,2.12,98.83,99.71,-0.88
"JOE.PAVELSKI","2017-2018","S.J","C",52,732.38,789,714,75,52.5,64.64,58.49,565,504,61,52.85,46.29,41.29,398,357,41,52.72,32.61,29.25,24,33,-9,42.11,1.97,2.7,28.46,29,-0.54,49.53,2.33,2.38,39,49,10,3.2,4.01,6.03,90.76,4.25,93.45,5.04,94.25,-0.79,-0.79,96.79,99.28,-2.5
"JOE.THORNTON","2017-2018","S.J","C",47,637.38,700,599,101,53.89,65.89,56.39,493,422,71,53.88,46.41,39.73,346,296,50,53.89,32.57,27.86,23,31,-8,42.59,2.17,2.92,25.49,25.52,-0.03,49.97,2.4,2.4,40,44,4,3.77,4.14,6.65,89.53,4.67,92.65,5.17,93.95,-0.51,-1.3,96.17,99.12,-2.95
"JOHAN.LARSSON","2017-2018","BUF","L",51,569.12,403,525,-122,43.43,42.49,55.35,304,383,-79,44.25,32.05,40.38,230,299,-69,43.48,24.25,31.52,7,26,-19,21.21,0.74,2.74,12.56,18.68,-6.12,40.2,1.32,1.97,35,27,-8,3.69,2.85,3.04,91.3,2.3,93.21,4.13,95.12,-1.83,-1.91,94.35,99.25,-4.91
"JOHN.CARLSON","2017-2018","WSH","D",52,930.17,901,952,-51,48.62,58.12,61.41,639,737,-98,46.44,41.22,47.54,442,498,-56,47.02,28.51,32.12,38,38,0,50,2.45,2.45,35.56,41.77,-6.21,45.98,2.29,2.69,70,69,-1,4.52,4.45,8.6,92.37,5.95,94.84,5.56,94.33,0.38,0.51,100.97,99.9,1.07
"JOHN.HAYDEN","2017-2018","CHI","C",39,363.53,329,353,-24,48.24,54.3,58.26,239,251,-12,48.78,39.45,41.43,173,188,-15,47.92,28.55,31.03,10,16,-6,38.46,1.65,2.64,12.39,13.09,-0.7,48.63,2.04,2.16,28,33,5,4.62,5.45,5.78,91.49,4.18,93.63,5.18,94.78,-1,-1.16,97.27,99.97,-2.7
"JOHN.KLINGBERG","2017-2018","DAL","D",54,948.83,1002,853,149,54.02,63.36,53.94,728,637,91,53.33,46.04,40.28,534,458,76,53.83,33.77,28.96,48,31,17,60.76,3.04,1.96,45.21,32.15,13.06,58.44,2.86,2.03,65,64,-1,4.11,4.05,8.99,93.23,6.59,95.13,6.21,94.95,0.38,0.18,102.22,101.16,1.06
"JOHN.MOORE","2017-2018","N.J","D",51,838.57,785,783,2,50.06,56.17,56.02,589,606,-17,49.29,42.14,43.36,444,442,2,50.11,31.77,31.63,37,33,4,52.86,2.65,2.36,36.76,35.89,0.87,50.6,2.63,2.57,53,55,2,3.79,3.94,8.33,92.53,6.28,94.55,6.24,94.08,0.04,0.48,100.87,100.32,0.55
"JOHNNY.BOYCHUK","2017-2018","NYI","D",34,574.18,579,566,13,50.57,60.5,59.15,430,412,18,51.07,44.93,43.05,325,295,30,52.42,33.96,30.83,27,25,2,51.92,2.82,2.61,22.06,23.81,-1.75,48.09,2.31,2.49,33,29,-4,3.45,3.03,8.31,91.53,6.28,93.93,5.13,94.22,1.15,-0.29,99.83,99.35,0.48
"JOHNNY.GAUDREAU","2017-2018","CGY","L",52,751.55,796,696,100,53.35,63.55,55.57,595,552,43,51.87,47.5,44.07,419,387,32,51.99,33.45,30.9,43,27,16,61.43,3.43,2.16,34.69,32.22,2.47,51.85,2.77,2.57,35,50,15,2.79,3.99,10.26,93.02,7.23,95.11,5.83,94.16,1.4,0.95,103.29,99.99,3.29
"JOHNNY.ODUYA","2017-2018","OTT","D",42,606.75,546,579,-33,48.53,53.99,57.26,412,395,17,51.05,40.74,39.06,292,289,3,50.26,28.88,28.58,24,24,0,50,2.37,2.37,21.09,24.02,-2.93,46.75,2.09,2.38,34,28,-6,3.36,2.77,8.22,91.7,5.83,93.92,5.12,93.92,0.71,0.01,99.91,99.04,0.88
"JOHN.TAVARES","2017-2018","NYI","C",54,764.83,754,796,-42,48.65,59.15,62.45,551,624,-73,46.89,43.23,48.95,398,457,-59,46.55,31.22,35.85,43,37,6,53.75,3.37,2.9,32.25,38.08,-5.83,45.86,2.53,2.99,46,45,-1,3.61,3.53,10.8,91.9,7.8,94.07,5.85,93.9,1.95,0.17,102.71,99.75,2.96
"JONAS.BRODIN","2017-2018","MIN","D",52,905.33,741,897,-156,45.24,49.11,59.45,571,663,-92,46.27,37.84,43.94,422,482,-60,46.68,27.97,31.94,45,34,11,56.96,2.98,2.25,32.12,30.6,1.52,51.21,2.13,2.03,50,65,15,3.31,4.31,10.66,92.95,7.88,94.87,5.63,95.38,2.26,-0.51,103.61,101.01,2.6
