"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Kyle Brodziak","STL","C","55","551.76666666667","503.96","555.39","47.57","389.66","384.36","50.34","305.78","278.52","52.33","23.87","16.77","58.73","220.4","253.59","46.50","85.25","80.26","51.51","11.99","8.01","59.93","7.81","93.98","1.018","112","178","281","28.50"
"","Dillon Heatherington","DAL","D","4","42.883333333333","35.33","38.93","47.57","28.77","26.07","52.46","16.79","19.49","46.27","2.13","0","100.00","14.82","18.4","44.62","4.14","8.09","33.84","1.07","0","100.00","12.69","100.00","1.127","6","11","18","25.00"
"","Carl Soderberg","COL","C","50","596.63333333333","550.37","606.88","47.56","393.53","429.18","47.83","287.81","311.84","48.00","16.99","18.17","48.31","246.79","279.46","46.90","92.72","103.4","47.28","10.83","13.07","45.32","5.90","94.17","1.001","108","202","246","30.51"
"","Andrej Sekera","EDM","D","17","243.43333333333","226.3","249.49","47.56","162.74","191.33","45.96","117.86","135.58","46.50","1.92","12.13","13.66","104.47","129.55","44.64","41.17","53.26","43.60","0.93","6.23","12.98","1.63","91.05","0.927","84","75","69","54.90"
"","Christopher Tanev","VAN","D","38","574.23333333333","467.65","515.7","47.56","354.5","403.31","46.78","264.03","286.19","47.99","29.79","26.86","52.58","227.3","286.75","44.22","87.25","106.67","44.99","15.95","15.93","50.03","11.28","90.61","1.019","190","240","247","43.48"
"","Ryan Kesler","ANA","C","18","222.18333333333","211.26","232.99","47.55","165.6","173.72","48.80","105.75","120.43","46.76","4.77","9.81","32.71","101.48","109.69","48.05","40.73","42.48","48.94","1.03","6.8","13.11","4.51","91.85","0.964","62","87","90","40.79"
"","Nick Bonino","NSH","C","42","511.8","455.59","502.7","47.54","348.75","376.88","48.06","261.74","269.75","49.25","20.6","20.61","49.99","215.4","244.42","46.85","73.05","97.06","42.94","13.8","9.83","58.40","7.87","92.36","1.002","143","203","242","37.14"
"","Tyson Barrie","COL","D","39","620.98333333333","566.68","625.24","47.54","412.21","468.14","46.82","296.69","338.38","46.72","29.83","28.89","50.80","256.96","293.66","46.67","84.44","126.5","40.03","13.46","16.93","44.30","10.06","91.46","1.015","240","234","162","59.70"
"","Kyle Rau","MIN","C","3","32.983333333333","29.24","32.27","47.54","20.14","25.36","44.26","15.24","16.26","48.39","0.98","1.01","49.31","11.12","16.41","40.38","2.96","6.03","32.95","0","0","0.00","6.44","93.79","1.002","10","12","10","50.00"
"","Joe Morrow","MTL","D","31","461.9","454.43","501.64","47.53","316.86","368.07","46.26","238.27","272.06","46.69","9.14","13.05","41.18","220.27","239.51","47.91","82.5","100.91","44.98","5.08","11.12","31.35","3.84","95.20","0.990","167","163","118","58.60"
"","Tyrell Goulbourne","PHI","L","9","49.433333333333","42.6","47.11","47.49","32.42","34.61","48.37","23.3","20","53.81","0.94","3.09","23.26","14.17","26.68","34.69","6.27","12.17","33.99","0","2.16","0.00","4.02","84.53","0.886","17","18","14","54.84"
"","Carl Gunnarsson","STL","D","45","617.93333333333","522.7","578.48","47.47","410.95","389.95","51.31","291.62","278.17","51.18","25.38","13.74","64.88","257.66","249.49","50.80","89.34","78.8","53.13","12.13","7.86","60.67","8.70","95.06","1.038","182","241","242","42.92"
"","Mark Alt","PHI","D","8","98.416666666667","84.3","93.27","47.47","66.5","73.3","47.57","48.6","57.06","45.99","2.93","2.95","49.89","44.05","51.01","46.34","10.91","19.13","36.32","0.92","2.89","24.19","6.03","94.84","1.009","42","34","30","58.33"
"","Korbinian Holzer","ANA","D","14","142.6","113.17","125.49","47.42","87.74","93.69","48.36","68.68","63.98","51.77","4.16","6.12","40.46","55.37","64.95","46.02","26.51","23.7","52.79","3.12","3.06","50.46","6.06","90.43","0.965","50","37","36","58.14"
"","Brian Gibbons","N.J","L","45","474.11666666667","412.65","457.8","47.41","318.67","337.95","48.53","245.02","252.08","49.29","25.85","14.7","63.75","212.45","223.3","48.76","93.04","83.88","52.59","12.8","6.65","65.80","10.55","94.17","1.047","123","164","183","40.20"
"","Jason Garrison","VGK","D","8","129.68333333333","118.71","131.73","47.40","82.03","96.95","45.83","57.47","67.49","45.99","3.05","7.02","30.27","54.68","60.75","47.37","16.12","28.51","36.11","0","6.03","0.00","5.30","89.60","0.949","44","53","39","53.01"
"","Tommy Wingels","CHI","R","48","427.85","382.63","424.62","47.40","282.1","301.31","48.35","210.17","217.29","49.17","10.19","19.68","34.12","184.08","197.5","48.24","67.25","72.8","48.02","8.18","10.75","43.19","4.85","90.94","0.958","114","138","160","41.61"
"","Nick Leddy","NYI","D","55","958.66666666667","919.41","1021.92","47.36","669.36","774.81","46.35","490.61","556.24","46.87","38.03","54.12","41.27","474.46","540.42","46.75","173.01","217.98","44.25","18.01","30.38","37.21","7.75","90.27","0.980","335","346","315","51.54"
"","Blake Comeau","COL","L","53","641.36666666667","577.68","642.35","47.35","411.61","462.02","47.12","304.28","339.27","47.28","18.75","23.29","44.60","253.8","296.99","46.08","86.87","114.7","43.10","11.71","15.06","43.75","6.16","93.14","0.993","123","224","242","33.70"
"","Brad Richardson","ARI","C","48","556.33333333333","506.19","563.31","47.33","369.97","410.21","47.42","273.33","273.45","49.99","13.6","28.67","32.18","237.18","252.75","48.41","93.97","106.77","46.81","11.51","11.13","50.83","4.98","89.52","0.945","137","164","270","33.66"
"","Colton Sceviour","FLA","C","45","455.11666666667","417.89","464.98","47.33","331.35","337.45","49.54","250.19","266.58","48.41","12.87","16.21","44.25","180.05","211.88","45.94","81.13","76.33","51.52","8.78","8.11","51.98","5.14","93.92","0.991","122","154","134","47.66"
"","Brock Boeser","VAN","R","51","686.35","623.69","694.73","47.31","464.06","525.28","46.91","362.31","372.64","49.30","33.66","30.55","52.42","310.32","391.09","44.24","116.27","130.96","47.03","18.75","14.75","55.97","9.29","91.80","1.011","299","242","173","63.35"
"","Jake McCabe","BUF","D","53","852.56666666667","719.45","801.83","47.29","566.44","611.33","48.09","422.25","455.72","48.09","28.97","38.18","43.14","335.79","381.75","46.80","125.89","152.95","45.15","15.08","23.34","39.25","6.86","91.62","0.985","278","265","246","53.05"
"","Christopher DiDomenico","OTT","L","22","217.51666666667","193.18","215.65","47.25","145.65","158.91","47.82","102.04","112.8","47.49","9.16","11.03","45.37","96.73","93.68","50.80","34.36","25.79","57.12","6.15","5.1","54.68","8.98","90.23","0.992","63","71","60","51.22"
"","Logan Brown","OTT","C","4","22.883333333333","18.72","20.9","47.24","13.59","14.71","48.02","11.76","13.61","46.35","1.92","2.04","48.52","12.6","9.16","57.90","5.76","3.01","65.70","0.93","0","100.00","16.33","85.03","1.014","9","9","6","60.00"
"","David Schlemko","MTL","D","26","393.88333333333","374.61","418.77","47.22","248.6","282.49","46.81","184.44","202.86","47.62","15.76","13.42","54.00","187.89","199.19","48.54","73.81","64.76","53.26","9.78","7.17","57.68","8.54","93.38","1.019","118","144","107","52.44"
"","Tyler Motte","CBJ","C","31","280.73333333333","258.28","288.73","47.22","202.87","208.79","49.28","158.17","156.32","50.29","8.84","13.03","40.42","118.84","126.9","48.36","47.12","61.23","43.49","3.07","9.15","25.12","5.59","91.67","0.973","68","106","72","48.57"
"","Derek MacKenzie","FLA","C","46","393.73333333333","344.78","385.59","47.21","274.16","286.03","48.94","193.15","220.89","46.65","9.8","19.11","33.91","142.79","175","44.93","62.63","65.8","48.76","5.71","11.05","34.07","5.08","91.35","0.964","115","131","138","45.45"
"","Zach Bogosian","BUF","D","18","294.16666666667","255.1","285.26","47.21","204.11","211.16","49.15","150.11","159.8","48.44","4.96","12.17","28.95","121.15","135.23","47.25","43.06","43.77","49.59","2.98","6.09","32.84","3.30","92.38","0.957","70","98","92","43.21"
"","Derek Grant","ANA","C","43","421.85","390.39","436.64","47.20","292.18","328.79","47.05","205.54","230.91","47.09","17.1","16.13","51.47","192.22","226.29","45.93","77.36","85.5","47.50","10.06","11.19","47.35","8.32","93.02","1.013","126","163","119","51.43"
"","Duncan Siemens","COL","D","1","6.4333333333333","4.76","5.32","47.18","3.87","5.3","42.15","2.91","5.28","35.52","0","0","0.00","2.77","2.18","56.03","0.93","1.13","45.20","0","0","0.00","0.00","100.00","1.000","0","3","1","0.00"
"","Kyle Okposo","BUF","R","52","680.46666666667","578.17","647.5","47.17","424.33","502.79","45.77","315.51","364.43","46.40","23.77","29.16","44.91","255.95","286.92","47.15","89.65","124.22","41.92","13.22","16.85","43.97","7.53","92.00","0.995","249","239","209","54.37"
"","Jordan Schroeder","CBJ","L","21","149.6","137.33","153.81","47.17","106.8","117.35","47.65","79.59","86.23","48.00","1.96","5.94","24.78","56.1","69.99","44.49","19.21","36.04","34.76","1.03","3.79","21.31","2.46","93.11","0.956","39","49","27","59.09"
"","Anthony Duclair","ARI","L","33","358.35","342.59","383.82","47.16","246.63","295.79","45.47","170.56","196.12","46.51","10.05","14.18","41.49","175.52","170.01","50.80","59.63","72.29","45.20","6.97","7.3","48.85","5.89","92.77","0.987","124","116","121","50.61"
"","Francois Beauchemin","ANA","D","45","657.4","649.79","728.39","47.15","493.96","526.15","48.42","343.94","343.28","50.05","28.47","23.62","54.66","278.23","372.39","42.76","97.1","145.33","40.05","15.76","19.47","44.73","8.28","93.12","1.014","234","218","189","55.32"
"","Tony DeAngelo","NYR","D","16","184.46666666667","175.98","197.24","47.15","144.25","150.28","48.98","112.8","119.59","48.54","4.86","11.21","30.27","80.84","101.28","44.39","40.77","38.95","51.14","1.94","6.02","24.42","4.31","90.63","0.949","80","70","33","70.80"
"","Jamie McGinn","FLA","L","46","517.41666666667","472.42","530.09","47.12","370.42","419.85","46.87","267.29","298.06","47.28","20.56","25.69","44.45","205.64","252.97","44.84","72.33","97.07","42.70","13.61","14.35","48.67","7.69","91.38","0.991","157","219","164","48.91"
"","Jussi Jokinen","L.A","L","18","174.76666666667","154.34","173.3","47.11","106.51","130","45.03","81.08","87.25","48.17","5.14","5.75","47.22","68.49","82.53","45.35","21.51","36.75","36.91","3.16","3.83","45.20","6.34","93.41","0.998","56","48","61","47.86"
"","Matt Dumba","MIN","D","54","938.6","836.38","939.16","47.11","635.8","705.11","47.42","483.05","518.96","48.21","46.82","40.53","53.60","414.23","413.92","50.02","172.59","160.72","51.78","21.23","18.55","53.38","9.69","92.19","1.019","281","338","330","45.99"
"","Scott Mayfield","NYI","D","43","680.9","635.6","714.55","47.08","449.59","552.91","44.85","326.44","420.45","43.71","26.92","35.53","43.11","328.8","390.92","45.68","136.62","157.73","46.41","17.94","25.22","41.57","8.25","91.55","0.998","191","249","242","44.11"
"","Brendan Perlini","ARI","L","47","582.8","542.07","609.62","47.07","378.27","462.67","44.98","259.29","327.62","44.18","21.93","26.65","45.14","251.5","281.9","47.15","90.84","117.81","43.54","9.73","17.75","35.40","8.46","91.87","1.003","171","209","208","45.12"
"","David Savard","CBJ","D","52","850.55","810.92","912.06","47.06","619.19","665.98","48.18","453.65","488.17","48.17","32.52","38.03","46.09","395.14","452.59","46.61","149.67","163.33","47.82","19.74","24.02","45.11","7.17","92.21","0.994","251","273","327","43.43"
"","Connor Brickley","FLA","C","38","398.55","371.89","418.43","47.06","291.93","305.22","48.89","219.84","242.06","47.59","12.73","19.25","39.81","177.03","179.06","49.71","69.94","72.52","49.09","7.98","10.05","44.25","5.79","92.05","0.978","117","150","125","48.35"
"","Matt Duchene","OTT","C","39","547.4","518.72","583.85","47.05","377.51","428.38","46.84","268.15","320.32","45.57","20.91","21.87","48.88","230.53","270.92","45.97","80.46","93.61","46.22","10.07","7.8","56.36","7.80","93.17","1.010","170","209","191","47.09"
"","Drake Caggiula","EDM","L","40","462.88333333333","441.63","497.01","47.05","319.31","350.53","47.67","239.71","267.14","47.29","13.97","23.47","37.32","218.63","235.69","48.12","77.7","82.85","48.40","6.89","10.72","39.12","5.83","91.21","0.970","163","164","146","52.75"
"","Daniel Carr","MTL","L","17","187.81666666667","162.3","182.7","47.04","107.56","130.22","45.24","75.71","94.76","44.41","6.97","6.04","53.55","73.55","73.88","49.89","30","31.48","48.80","3.97","4.06","49.45","9.20","93.62","1.028","39","60","49","44.32"
"","Oscar Fantenberg","L.A","D","26","289.68333333333","245.42","276.55","47.02","183.68","209.65","46.70","125.01","142.33","46.76","13.2","10.81","54.97","113.45","132.86","46.06","39.23","55.76","41.30","6.24","4.85","56.30","10.56","92.40","1.030","106","73","95","52.74"
"","Thomas Hickey","NYI","D","42","618.51666666667","572.25","645.18","47.00","429.42","503.12","46.05","319.97","369.48","46.41","31.15","19.94","60.97","283.17","361.96","43.89","115.44","139.13","45.35","18.88","15.91","54.28","9.74","94.60","1.043","189","225","228","45.32"
"","Iiro Pakarinen","EDM","R","22","180.01666666667","151.63","170.96","47.00","118.04","125.74","48.42","78.5","90.36","46.49","2.97","2.92","50.37","62.43","74","45.76","23.58","26.21","47.36","1.99","0.92","68.38","3.78","96.77","1.005","67","59","56","54.47"
"","Alexander Burmistrov","VAN","C","24","237.33333333333","201.74","227.78","46.97","153.94","187.71","45.06","103","138.69","42.62","5.87","10.24","36.44","91.12","118.51","43.47","28.91","45.95","38.62","2.93","3.94","42.66","5.70","92.62","0.983","59","78","74","44.36"
"","Nikita Zaitsev","TOR","D","39","695.65","649.52","733.39","46.97","468.35","557.96","45.63","327.05","398.11","45.10","32.71","25.45","56.24","348.07","352.02","49.72","137.74","123.42","52.74","16.92","11.67","59.18","10.00","93.61","1.036","197","285","251","43.97"
"","Luke Glendening","DET","R","40","418.05","342.53","387.12","46.94","284.79","271.71","51.17","194.53","190.41","50.54","9.57","16.1","37.26","161.61","184.75","46.66","63.46","64.32","49.66","5.62","11.17","33.46","4.92","91.54","0.965","115","160","209","35.49"
"","Bobby Ryan","OTT","R","39","497.43333333333","482.79","545.94","46.93","347.38","396.61","46.69","262.2","286.56","47.78","24.34","23.09","51.32","223.28","240.04","48.19","87.99","90.06","49.42","10.75","12.99","45.26","9.28","91.94","1.012","179","190","166","51.88"
"","Jack Johnson","CBJ","D","53","854.06666666667","773.04","874.16","46.93","595.4","636.84","48.32","427.15","475.53","47.32","31.84","38.51","45.26","380.71","442.19","46.26","138.52","162.25","46.06","19.73","23.67","45.46","7.45","91.90","0.994","243","274","319","43.24"
"","Niklas Hjalmarsson","ARI","D","28","498.55","416.14","470.75","46.92","304.26","328.33","48.10","210.18","230.8","47.66","9.81","19.2","33.80","202.46","203.43","49.88","88.4","74.5","54.27","6.9","9.06","43.24","4.67","91.68","0.963","161","219","201","44.48"
"","Alex Galchenyuk","MTL","L","54","649.76666666667","634.75","718.7","46.90","453.28","528.25","46.18","332.59","385.31","46.33","15.06","29.19","34.03","295.97","361.21","45.04","108.47","133.25","44.87","11.1","20.16","35.50","4.53","92.42","0.970","237","207","163","59.25"
"","Max Domi","ARI","L","54","714.75","692.33","783.84","46.90","519.02","607.62","46.07","359.88","431.49","45.48","24.86","39.87","38.40","339.96","391.95","46.45","139.39","168.43","45.28","16.04","25.99","38.17","6.91","90.76","0.977","273","271","236","53.63"
"","Josh Archibald","ARI","R","15","180.48333333333","157.03","178.14","46.85","111.87","139.58","44.49","69.43","86.43","44.55","6.09","12.2","33.29","66.49","88.65","42.86","21.88","43.92","33.25","2.96","8.15","26.66","8.77","85.88","0.947","54","61","66","45.00"
"","Trevor Daley","DET","D","47","746.88333333333","662.37","751.85","46.84","531.43","560.87","48.65","366.92","424.47","46.36","29.72","39.21","43.12","320.41","381.45","45.65","135.99","139.26","49.40","19.8","23.28","45.95","8.10","90.76","0.989","241","299","316","43.27"
"","Alec Martinez","L.A","D","48","818.61666666667","737.61","837.96","46.82","531.68","619.69","46.18","370.48","427.65","46.42","33.19","29.71","52.77","349.17","429.55","44.84","120.48","146.34","45.16","22.08","18.52","54.39","8.96","93.05","1.020","245","254","263","48.23"
"","Mark Borowiecki","OTT","D","23","275.2","242.81","275.95","46.81","197.33","190.43","50.89","146.48","131.53","52.69","7.74","8.72","47.02","108.95","131.75","45.26","46.96","50.74","48.06","1.08","2.01","34.93","5.29","93.37","0.987","84","99","89","48.55"
"","Danny DeKeyser","DET","D","35","581.23333333333","503.06","571.54","46.81","378.61","427.26","46.98","262.43","325.37","44.65","18.05","22.45","44.57","232.63","269.92","46.29","80.68","96.55","45.52","9.2","9.24","49.88","6.88","93.10","1.000","183","220","215","45.98"
"","Antoine Vermette","ANA","C","54","626.85","573.26","653.18","46.74","432.01","492","46.75","317.05","332.72","48.79","21.85","20.7","51.35","265.74","312.74","45.94","107.07","116.4","47.91","12.89","13.71","48.47","6.89","93.78","1.007","227","214","307","42.51"
